wave,n.sim1,n.sim2,n.sim3,n.sim4,n.sim5,n.sim6,n.sim7,n.sim8,n.sim9,n.sim10,n.sim11,n.sim12,n.sim13,n.sim14,n.sim15,n.sim16,n.sim17,n.sim18,n.sim19,n.sim20,n.sim21,n.sim22,n.sim23,n.sim24,n.sim25,n.sim26,n.sim27,n.sim28,n.sim29,n.sim30,n.sim31,n.sim32,n.sim33,n.sim34,n.sim35,n.sim36,n.sim37,n.sim38,n.sim39,n.sim40,n.sim41,n.sim42,n.sim43,n.sim44,n.sim45,n.sim46,n.sim47,n.sim48,n.sim49,n.sim50,n.sim51,n.sim52,n.sim53,n.sim54,n.sim55,n.sim56,n.sim57,n.sim58,n.sim59,n.sim60,n.sim61,n.sim62,n.sim63,n.sim64,n.sim65,n.sim66,n.sim67,n.sim68,n.sim69,n.sim70,n.sim71,n.sim72,n.sim73,n.sim74,n.sim75,n.sim76,n.sim77,n.sim78,n.sim79,n.sim80,n.sim81,n.sim82,n.sim83,n.sim84,n.sim85,n.sim86,n.sim87,n.sim88,n.sim89,n.sim90,n.sim91,n.sim92,n.sim93,n.sim94,n.sim95,n.sim96,n.sim97,n.sim98,n.sim99,n.sim100
831,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525,0.0271728596463525
832,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426,0.025037705191426
833,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123,0.0229746485702123
834,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302,0.0209848113543302
835,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004,0.0190693097426004
836,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795,0.0172292545931795
837,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633,0.0154657514554633
838,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623,0.0137799006017623
839,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502,0.0121727970587502
840,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688,0.010645530638688
